source_text,source_label_0,source_label_1,target_text,target_label_0,target_label_1,predicted_text,predicted_label_0,predicted_label_1
all but one of the orphaned children were later rescued by the us army and returned to their families in the east.,0.44348317,0.5565168,all but one of the kidnapped children were later rescued by the us army and returned to their families in the east.,0.09873355,0.90126646,"the the is the, the the the, the,,,,,,,, the...",0.49953413,0.50046587
"many patriots and japanese nationalist groups were impressed by his bravery, and in the next year under the influence of this act, yukio mishima committed ritual suicide by disembowelment ( harakiri ).",0.64898556,0.3510144,"many right - wing ( uyoku ) and japanese nationalist groups were impressed by his bravery, and in the next year under the influence of this act, yukio mishima committed ritual suicide by disembowelment ( harakiri ).",0.8950424,0.10495753,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.49788344,0.50211656
"sarah colonna ( born december 29, 1974 ) is an american stand - up comedienne, actress, and comedy writer.",0.0012638206,0.9987362,"sarah colonna ( born december 29, 1974 ) is an american stand - up comedian, actress, and comedy writer.",0.9968111,0.0031888566,"the the is the, the the the the the,,,,,,,,,,, the...",0.5187748,0.48122522
"note : this stub type is to be used for all articles relating to the island of cyprus, irrespective of their de jure or de facto political status within the greek or turkish - controlled parts of the island or the british military bases.",0.12345516,0.8765449,"note : this stub type is to be used for all articles relating to the island of cyprus, irrespective of their de jure or de facto political status within the republic of cyprus or turkish - controlled parts of the island or the british military bases.",0.1561808,0.84381926,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.51837504,0.48162496
"sayuri oyamada was born in the idyllic countryside of niigata, japan.",0.009256208,0.9907438,"sayuri oyamada was born in the countryside of niigata, japan.",0.93370146,0.06629853,"the the is the, the the the, the,,,,, the...",0.48995644,0.51004356
"raymond abrashkin was co - author of the danny dunn series with jay williams until the fifth book, after which he sadly passed away.",0.0011489333,0.99885106,"raymond abrashkin was co - author of the danny dunn series with jay williams until the fifth book, after which he passed away.",0.99790937,0.0020905668,"the the is the, the the the the the,,,,,,,,,,,,,, the...",0.515562,0.48443803
"the term'aunt sally'is in limited use, especially in great britain, as a political idiom, indicating a false adversary or straw man set up purely for attracting negative attention and wasting an opponent's energy.",0.3732786,0.6267214,"the term'aunt sally'is in use, especially in great britain, as a political idiom, indicating a false adversary or straw man set up purely for attracting negative attention and wasting an opponent's energy.",0.4898778,0.51012224,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.49788344,0.50211656
"after independence and division of states on linguistic basis in 1956, kalyana was renamed as basavakalyan in memory of vishwaguru basavanna, a great revolutionary who established anubhava mantapa ( spiritual democracy ) in 12th century india.",0.037691873,0.9623081,"after independence and division of states on linguistic basis in 1956, kalyana was renamed as basavakalyan in memory of vishwaguru basavanna, a revolutionary who established anubhava mantapa ( spiritual democracy ) in 12th century india.",0.56026757,0.4397325,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5245154,0.4754846
"with the exception of a brief period immediately following the revolution, the political organization of the country was defined by the only tolerated political party, the communist party of the soviet union.",0.6341826,0.3658175,"with the exception of a brief period immediately following the revolution, the political organization of the country was defined by the only recognized political party, the communist party of the soviet union.",0.6374046,0.36259544,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,, the...",0.49893788,0.5010621
"on 5 june 2009, he was appointed to the position of home secretary during a turbulent reshuffle, replacing the first ever female holder of the post, jacqui smith.",0.1528484,0.84715164,"on 5 june 2009, he was appointed to the position of home secretary during a reshuffle, replacing the first ever female holder of the post, jacqui smith.",0.82275635,0.17724362,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,, the...",0.4966221,0.5033779
"jacques vergs, born 5 march 1925 in ubon ratchathani, siam ( now called thailand ), is a french lawyer who has earned fame continually since the 1950s, first as an anticolonialist communist figure and then for defending a long string of infamous clients from anticolonialist algerian militant djamila bouhired ( his future wife ) in 1957 - 1962 to former khmer rouge head of state khieu samphan ( 2008 ).",0.16059728,0.83940274,"jacques vergs, born 5 march 1925 in ubon ratchathani, siam ( now called thailand ), is a french lawyer who has earned fame continually since the 1950s, first as an anticolonialist communist figure and then for defending a long string of illustrious clients from anticolonialist algerian militant djamila bouhired ( his future wife ) in 1957 - 1962 to former khmer rouge head of state khieu samphan ( 2008 ).",0.36939767,0.63060236,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.49517426,0.5048257
"she is best known for her garbled response to a question that was asked of her during the miss teen usa 2007 pageant, the video of which has garnered millions of views on websites such as youtube.",0.16769254,0.83230746,"she is best known for her response to a question that was asked of her during the miss teen usa 2007 pageant, the video of which has garnered millions of views on websites such as youtube.",0.74956506,0.25043494,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.51855993,0.48144007
"the country of tibet from 1912 to 1951 followed the collapse of the qing dynasty in 1912, and lasted until the incorporation of tibet into the people's republic of china by the people's republic of china.",0.74777704,0.25222296,"the historical era of tibet from 1912 to 1951 followed the collapse of the qing dynasty in 1912, and lasted until the incorporation of tibet into the people's republic of china by the people's republic of china.",0.71752053,0.28247947,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.52365243,0.47634763
"the killian documents scandal, also referred to as memogate or rathergate, involved documents that were publicized during the 2004 us presidential campaign.",0.714357,0.285643,"the killian documents controversy, also referred to as memogate or rathergate, involved documents that were publicized during the 2004 us presidential campaign.",0.8080599,0.19194007,"the the is the, the the the the the,,,,,,,,,,,,, the...",0.5198222,0.4801778
"hugo chvez, dictator of venezuela since 1999",0.0123669645,0.987633,"hugo chvez, president of venezuela since 1999",0.9971675,0.0028324893,the the is the the the..,0.6552257,0.34477437
the arrest and conviction incited an uproar from leftist groups.,0.8713507,0.12864932,the arrest and conviction incited an uproar from the cuban government and sympathetic groups.,0.70183223,0.2981677,"the the is the, the the the the the the..",0.62221915,0.37778088
"john played the songs for various record executives to try and get them signed, however, the first few weren't interested and it left john discouraged because he knew this band was like no other.",0.9494818,0.05051817,"john played the songs for various record executives to try and get them signed, however, the first few weren't interested and it left john discouraged because he felt this band was like no other.",0.96629894,0.03370113,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,, the the...",0.51366425,0.48633575
"the fuerzas armadas revolucionarias de colombia – ejrcito del pueblo or farc - ep ( spanish for "" revolutionary armed forces of colombia – people's army "" ) is colombia's oldest and largest narco - terrorist guerrilla group, established in 1964 - 1966 as the military wing of the colombian communist party.",0.008136199,0.99186385,"the fuerzas armadas revolucionarias de colombia – ejrcito del pueblo or farc - ep ( spanish for "" revolutionary armed forces of colombia – people's army "" ) is colombia's oldest and largest guerrilla group, established in 1964 - 1966 as the military wing of the colombian communist party.",0.94257516,0.057424873,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.49618495,0.50381505
"de revolutionibus orbium coelestium ( english : on the revolutions of the heavenly spheres, german : von den umdrehungen der himmelskrper, polish : o obrotach sfer niebieskich ), first printed in 1543 in nuremberg, is the seminal work on heliocentric theory and the masterpiece of the great polish astronomer nicolaus copernicus ( 1473 - 1543 ).",0.037608653,0.9623913,"de revolutionibus orbium coelestium ( english : on the revolutions of the heavenly spheres, german : von den umdrehungen der himmelskrper, polish : o obrotach sfer niebieskich ), first printed in 1543 in nuremberg, is the seminal work on heliocentric theory and the masterpiece of the great astronomer nicolaus copernicus ( 1473 - 1543 ).",0.029728025,0.970272,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.48735604,0.51264393
